Time,evolution,corretion
November 2006,1,0
December 2006,0,0
January 2007,0,0
February 2007,2,0
March 2007,0,1
April 2007,0,0
May 2007,0,0
June 2007,0,0
July 2007,0,0
August 2007,0,0
September 2007,0,3
October 2007,0,0
November 2007,0,3
December 2007,0,0
January 2008,0,0
February 2008,0,0
March 2008,0,0
April 2008,0,0
May 2008,2,0
June 2008,0,0
July 2008,2,0
August 2008,0,0
September 2008,2,0
October 2008,0,3
November 2008,0,7
December 2008,0,0
January 2009,0,0
February 2009,0,0
March 2009,0,0
April 2009,0,0
May 2009,0,0
June 2009,4,0
July 2009,0,0
August 2009,0,0
September 2009,0,0
October 2009,0,0
November 2009,0,0
December 2009,0,0
January 2010,0,3
February 2010,0,0
March 2010,0,0
April 2010,0,0
May 2010,0,0
June 2010,0,0
July 2010,0,0
August 2010,0,0
September 2010,0,0
October 2010,0,0
November 2010,0,0
December 2010,0,0
January 2011,0,0
February 2011,0,0
March 2011,0,0
April 2011,0,0
May 2011,0,0
June 2011,0,0
July 2011,0,0
August 2011,0,0
September 2011,0,0
October 2011,0,0
November 2011,0,0
December 2011,0,0
January 2012,0,0
February 2012,0,0
March 2012,0,0
April 2012,0,0
May 2012,0,0
June 2012,0,0
July 2012,0,0
August 2012,0,0
September 2012,0,0
October 2012,0,0
November 2012,0,0
December 2012,0,0
January 2013,0,0
February 2013,0,0
March 2013,0,0
April 2013,0,0
May 2013,0,0
June 2013,0,0
July 2013,0,0
August 2013,0,0
September 2013,0,0
October 2013,0,0
November 2013,0,0
December 2013,0,0
January 2014,0,0
February 2014,2,0
March 2014,0,0
April 2014,4,0
May 2014,0,0
June 2014,0,0
July 2014,0,0
August 2014,0,0
September 2014,0,0
October 2014,7,0
